"Col0","apoapo_rep1","apoapo_rep2","apoapo_rep3","apoapo_rep4","apoapo_rep5","aposym_rep1","aposym_rep2","aposym_rep3","aposym_rep4","aposym_rep5","symsym_rep1","symsym_rep2","symsym_rep3","symsym_rep4","symsym_rep5","symsym_rep6","apona_rep1","apona_rep2","apona_rep3","nana_rep1","nana_rep2","nana_rep3"
"XM_021057993.1",161.611051,140.81421,53.097457,0,0,0,0.000132,78.956523,85.87797,0,0.000015,0,0,0,0.000017,0,0,0,172.810437,487.941678,0.000001,0
"XM_021059696.1",0,0,0,0,0,0,0,7.035095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021058477.1",9,0,371.35557,10,676,422,1008,937,17,1486,0,0,1,0,41,1129,727,828,2280,979,8350,6811
"XM_021045656.1",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,807.619664,0,0
"XM_021052486.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021059933.1",0,0,197,0,713,1699,261,1256,1398,0,75,0,0,0,0,286,0,2298,0,900,2528,0
"XM_021036144.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021056036.1",142.246238,0,565.962523,4578.93984,0,0,0,1001.57539,0,0,0,0,0,0,0,0,101.848665,0,1534.310225,1411.423724,321.586314,302.146498
"XM_021053443.1",866,0,518,709,317,2667,0,476,756,1386,40,0,2887,0,0,3,0,328,237,1041,2984,0
"XM_021046476.1",0,0,0,0,0,664.171801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021060967.1",0,0,438,1603,0,0,3518,1370,2691,3487,29,0,0,0,3763,0,0,1699,4098,1345,4889,2482
"XM_021037451.1",0,0,0,0,0,0,0,236,382,0,0,0,0,0,0,0,0,691,0,3579,0,0
"XM_021043363.1",22,346,658,0,0,711,1811,848,1488,0,0,0,91,0,3137,0,0,664,321,852,5707,0
"XM_021052968.1",0,0,2.999409,0,0,10.999479,0,1.99978,0,0,0,0,0,0,0,0,38.998508,6.999604,29.99789,0,1.999946,17.99814
"XM_021044811.1",82,2603,91,0,0,865,82,320,172,14,0,0,0,0,0,0,0,100,0,211,0,3934
"XM_021046510.1",0,0,0,0,0,0,0,14.153638,0,0,0,0,0,0,0,0,0,0,0,344.061919,0,0
"XM_021036966.1",0,2,327,1167,2611,1490,0,130,0,0,0,0,0,0,9268,0,0,776,0,875,8707,4480
"XM_021057155.1",1514,1541.96374,220.191584,512,0,668.421729,587.938789,243.268457,2107.256912,1074.844143,8,25,45,210.003513,3909.89431,1,1,2179.386979,800.233092,1167.533922,5057.30904,4862.6707
"XM_021046199.1",1360,0,0,0,0,206,0,45,0,34,0,0,0,0,0,0,77,14,0,337,0,0
"XM_021041034.1",4.035451,81.018922,0,0,0,62,187.044729,169.945133,1.100082,1.767297,8.358346,0,0,0,0,0,51.587239,0,753.269367,222.980194,61.352911,146.494871
"XM_021057216.1",1,0,0,0,0,0,0,50,0,0,0,0,0,0,47,0,0,0,0,0,0,0
"XM_021040766.1",0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021056195.1",0,0,15,0,2293,0,0,178,452,1,0,0,0,0,0,7469,0,0,1608,704,1,2979
"XM_021048421.1",0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021049475.1",2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021049164.1",0,130,11,20,21,0,67,7,19,0,60,0,0,0,0,0,0,0,31,0,0,0
"XM_021061741.1",0,0,363,589,0,2915,0,597,1393,275,0,0,0,0,0,13084,0,0,7,1673,3793,0
"XM_021045171.1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021051555.1",0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
"XM_021051273.1",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,32.270324,0,115.498887
"XM_021041026.1",0,0,0,0,0,0,0,101.543858,0,0,0,0,0,0,0,0,0,208,499,715,0,0
"XM_021044278.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021053360.1",0,0,0,0,0,2,0,0,186,0,0,0,0,0,0,1,0,0,0,0,0,0
"XM_021042835.1",12.078365,0,2.403421,46,0,64,5.682982,31.641027,83,12,0,0,0,0,32,0,0,158.219267,6.437104,112.320276,181,424
"XM_021051739.1",0,0,77,0,0,0,0,14,0,0,0,0,0,0,1355.771232,0,0,0,0,0,0,0
"XM_021042940.1",0,0,0,2,0,54.692276,0,6.019569,0,0,0,0,0,0,185.858377,0,0,0,0,68.923713,84.660289,679.764217
"XM_021060256.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021042683.1",12,0,129,369,0,0,0,187,1229,297,0,0,1,16,0,0,0,0,0,1197.901176,1060,0
"XM_021054546.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021047291.1",0,0,0,0,0,0,49.259991,144.300334,0,3.044255,0.000123,0.000298,0,0.000036,14,0,0,0,0,2.520887,0,0
"XM_021053779.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021056231.1",0,0,0,0,0,0,0,0,10,1400,0,0,0,0,0,0,0,896,0,783,5645,0
"XM_021048913.1",158.683506,323.94266,24.373486,467.0196,99,0,744.38645,131.521839,34.480726,2155.749883,0,0,0,0,270.407655,0,0,125.385631,70.539681,86.420743,1799.211166,1372.447387
"XM_021051272.1",1841.24854,2297.140612,1526.257018,3815.928594,0,7690.682528,5350.862893,3777.754961,2429.156339,3218.463508,89,15,2881.036346,2252,7394.976649,15406.998846,2601,7772.470636,2549.785046,4262.497615,30980.71267,12458.288372
"XM_021059547.1",0,26.522121,0,0,0,0,604.486957,0,0,274.054203,0,0,0,0,0,7.185811,0,0,2,0,1.005876,2.428375
"XM_021051196.1",1,965,297,2329,0,568,1813,1263,2283,1196,5,1782,430,0,0,0,334,870,1032,1417,8743,5098
"XM_021055455.1",0,6,289,163,0,0,81,91,0,0,0,0,0,0,0,0,0,0,652,1317,0,0
"XM_021052608.1",444.142214,0,88.47182,0,0,0,873.246857,59.174911,0,0,0,0,0,0,0,0,0,0,0,303.559005,372.469972,0
"XM_021051121.1",860,0,117,0,0,0,0,120,319,0,152,0,0,0,0,0,0,0,842,564,37,0
"XR_002335342.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021058425.1",2328,3072,148,0,0,738,1422,320,350,1439,60,68,0,0,0,1,0,186,2256,1996,498,10687
"XM_021040333.1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XR_002334727.1",77,0,178.205712,0,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,246.540483,59,1668.100311
"XM_021048778.1",427.341577,260,686.095871,1045.710059,0,0,681.558815,985.940078,1417.651613,830.376605,0,0,0,145,3891.945173,3,121.45343,1,2005.00182,761.133292,4239.755252,6129.428813
"XM_021045100.1",2809.585341,410.38994,215.225627,652.876307,693.057818,37.701925,1826.096765,396.407483,585.360142,348.142109,6.010961,0,75.562583,0,597.724836,452.481111,155.58393,349.650859,1980.128409,733.139964,1023.715851,1202.564888
"XM_021054771.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021037659.1",0,0,0,0,0,0,0,5.026056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021053762.1",1486.158109,0,44,0,1831.308555,3901.679893,234,262.769852,4.096624,741,0,0,0,0,0,0,0,2227.989127,0,76.474332,0,0
"XM_021043775.1",3741,0,0,0,0,3577,5720,520,324,1310,54,0,0,0,0,16242,0,2408,2251,4242,0,3823
"XM_021037841.1",403,651,380,0,0,7,1117,2353,3736,1654,569,1087,16,0,1155,0,38,0,2457,13101.810052,19139,9217
"XM_021048146.1",565.576763,0,0,0,0,556.195543,0,0,0,0,0,0,0,0,0,753.536066,0,0,0.5,0,0,0
"XM_021039880.1",9476,18,543,0,76,25,754,471,6,2274,137,0,0,5820,2,111,9,437,2,6444,1163,490
"XM_021045590.1",242.403721,0,675.992641,2814,1,89,942.939016,905.76917,2320.841893,535,1,0,0,0,0,0,1811,1675,53,703,4510,8386.561874
"XM_021040799.1",1228,0,996,1782,0,0,136,670,1214,509,0,0,0,0,2424,2,0,1198,888,2191,2637,1823
"XM_021045704.1",191.100384,992.11491,466.950685,676.310536,6.497826,0,940.492068,199.826265,0,36.937821,0,0,172.241632,1639.193208,0,0,0,413.362231,578.053371,469.648286,0,67.753637
"XM_021050003.1",14.652104,18.384972,4.754091,25.122437,0,0,0,4.655665,0.392826,1.051661,0,0,0,0,0,0,0,0,21.772692,11.61369,0,0
"XM_021059888.1",0,427.124935,58.249344,196.417249,153.839699,663.620054,0,143.227853,180.344989,901.426307,10.96541,803,294.556679,0,487.6225,0.115676,0,294.793741,375.400946,776.814544,0,32
"XM_021045202.1",0,5,0,0,0,0,7.03291,4.059102,5.17031,0,0,0,0,0,0,0,0,0,12,0,0,0
"XM_021058487.1",1485,0,444,0,0,9597,2482,1303,2568,1558,0,0,0,0,5174,0,0,2237,4878,3692,7358,10501
"XM_021042697.1",277,2,149,0,1,519,1,359,1220,712,0,0,0,0,0,1,0,0,1,2241,0,4105
"XM_021055055.1",1,0,0,0,0,3063,1,26,0,0,0,0,0,0,0,0,0,0,134,0,0,0
"XM_021037465.1",0,1750,0,0,279,1334,87,3,0,0,0,0,531,0,2,0,0,10,138,0,3603,0
"XM_021058797.1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2407,0,0,0,0,0,0
"XM_021040378.1",9.06333,0,0,0,0,10.333379,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021049866.1",0,1,0,0,0,4,0,237,0,740,20,2782,0,0,2227,0,0,976,593,550,0,5253
"XM_021060667.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.013229,0,0
"XM_021038663.1",0,0,0,0,0,114,59.1714,3.787974,0,109.5503,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021042847.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021047289.1",0,0,0,6.747468,0,2.001739,0,185.814665,9,0,5.825011,0,0,0,0,0,0,0,2,0,0,1.002018
"XM_021054384.1",6,1563,298,0,2185,1350,756,90,520,1913,0,0,0,0,0,0,0,1373,1018,1917,0,1533
"XR_002334266.1",0,0,0,0,0,0,0,14.293682,0,0,0,0,0,0,0,0,0,18.130228,0,6.070457,0,0
"XM_021059883.1",25,0.003144,326.488678,1954.775096,0,2753.511162,0.333571,263.753606,0,0,0.055566,0,0,0,0,0,0,1370.78398,0,2380.531995,0,10168.824551
"XM_021042455.1",0,0,23.455089,0,0,183.785546,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0
"XM_021049144.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,253,0,0,0
"XM_021060263.1",0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021037963.1",0,0,0,0,0,486,0,0,0,0,0,0,0,658,0,0,0,0,0,0,0,0
"XM_021041155.1",0,0,0,0,0,776.084873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021052906.1",539,0,49,178,684,1,0,140.399499,0,0,0,0,0,0,2273,0,692,0,146,55.214165,1203,0
"XM_021060728.1",1,0,86,56.715755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.642016,0
"XM_021060835.1",0,0,0,0,0,0,51,5,28,0,0,0,0,0,0,0,0,176,0,0,189,0
"XM_021049033.1",0,0,0,0,0,0,2.211646,0,0.995263,0,3.499763,0,0,0,0,0,0,0,0,0,0,0
"XM_021060408.1",470,0,65,360,0,1,2,180,0,182,0,0,0,0,884,0,222,0,0,0,1324,453
"XM_021048130.1",1426,0,0,0,0,0,7455,309,0,0,0,0,0,0,0,0,159,0,0,0,0,0
"XM_021039067.1",2,15,0,0,505,1041,1937,62,0,225,37,0,0,169,0,0,0,0,410,307,0,9
"XR_002335174.1",0,0,13.667732,0,0,3.364917,0,44.532988,0,0,0,0,0,0,0,0,0,0,0,0,0,173.887735
"XM_021062200.1",1147.823166,1113,0,40,166,995.859975,528,49,246,0,6,0,0,4.277737,0,0,0,0,0,0,0,0
"XM_021058458.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021044727.1",309,0,0,0,0,0,2184,38,1212,0,0,0,0,0,0,0,0,0,0,990,0,0
"XM_021039728.1",2554,91,446,0,995,9,4737,1144,1083,0,0,0,0,0,0,0,2,4349,1485,510,6389,4270
"XM_021045005.1",0,0,0,0,0,0,48.05921,2.461268,0,0,0,0,0,0,0,0,0,0,0,1.062135,56.037406,0
"XM_021054418.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021042566.1",158.725888,0,0.409925,0,0,0,340.909599,0,0,0,0,0,0,97,3965.284865,5314.183506,1648.393737,0.000003,210.939592,0,0,30.784573
"XM_021050833.1",1163.370494,0,0,0,0,0,0,155.623649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021049678.1",0,0,3203.65828,0,14413.097714,0,1110.966442,987.123492,445.162798,0,0,0,0,0,0,0,0,0,0,847.142543,66.552221,0
"XM_021050446.1",1519.53979,0,1084.04894,0.073284,1859.830658,8528.606068,2317.314195,1553.602567,867.721816,812.253696,0.297832,0,0,11.063634,0,0.007761,0,1881.790623,2111.134759,11330.501381,12347.890585,0.801407
"XM_021050337.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021055540.1",4,0,0,0,0,0,0,106,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"XM_021048147.1",0,10538,3770,13869,4969,10819,6709,7857,9033,3933,0,0,4333,0,7633,6876,3615,10910,8298,5207,42791,18036
"XM_021058432.1",137,0,0,0,0,178,63.054147,17,0,0,17,0,0,44.575868,0,1.002687,3,0,0,1.011441,5,0
"XM_021060743.1",0,0,49,522,0,297,0,53,0,0,0,0,0,0,0,0,0,0,5,61,0,0
"XM_021061522.1",0,0,0,0,0,0,0,0,0,131,1,169,0,0,0,0,0,0,0,0,0,0
"XM_021042801.1",0,1,420,199.050435,0,0,4613.476086,1877,0,0,0,0,0,0,4354,1185,0,1228,1000.90771,0,4544.182235,8343
"XM_021046405.1",3594,0,757,3712.994508,0,36,2604,1716.994083,220,895,0,0,0,154,0,39,1,1870.992804,1615.987433,1250.83137,11280.978241,10885.689301
"XM_021039952.1",0,0,0,0,0,60.557803,0,0,0,68.230358,0,0,0,0,0,0,0,23.393612,0,0,65.426067,0
"XM_021053389.1",23,0,0,0,0,93,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021046188.1",453,479,45,161,235,0,16,216,164,1,0,108,0,0,0,0,0,0,268,539,372,1038
"XM_021059378.1",7,0,0,0,0,0,29.424354,2,0,0,2,0,0,0,0,0,5,0,0,16.023472,0,0
"XM_021060827.1",5198,1910,461,3751,1768,5226,7759,710,2209,1792,118,23,90,2,230,2609,559,3547,1129,4504,14304,2168
"XM_021051024.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021047878.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,64,0,0,0,0,0,0,0
"XM_021038769.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"XM_021041342.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021051578.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XR_002335073.1",0,0,1.223327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021052220.1",104,5,0,1,0,0,5,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021037256.1",1,0,368,0,0,2480,0,113,0,0,0,0,0,0,0,0,0,0,0,1722,0,0
"XM_021060066.1",0,0,3.485599,0,0,0,0,33.349605,0,0,0,0,2,0,536.209544,0,0,0,0,192.126764,27.660243,0
"XM_021037650.1",2,0,0,3,0,0,441.990165,49.298946,0,0,0,29,0,0,0,0,0,3,1,8,56.851588,16.530555
"XM_021051257.1",0,0,0,0,0,0,0,41.0681,0,0,0,0,1520.571824,0,0,0,0,0,0,35.282077,0,0
"XM_021061813.1",3232,1364,35,217,657,4696,668,603,397,1011,0,0,0,64,0,0,0,8,656,4237,3934,1508
"XM_021051411.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0
"XM_021041843.1",5,0,14,286,270,4,0,4,14,1,1,0,0,0,0,0,0,1,1,10,5,204
"XM_021060322.1",5521,198,1542,1479,94,6215,9042,2993,2300,1172,13,0,1,81,3089,7024,1277,3629,1793,5869,3443,15367
"XM_021059029.1",0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021044493.1",8,0,0,566,0,49,6,79,0,0,0,0,0,0,0,0,0,0,0,461,0,0
"XM_021059340.1",0,0,0.171832,0,0,0,0,11.216905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021038741.1",1408,8692.038573,1409,4423,11590,10348,6043,4366,9243,18157,2767,0,4094,7529,5545,7050,3460,8682,7607,9901,19968,11451
"XR_002334661.1",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021037589.1",0,0,0,313.862385,0,0,929.435087,38.229539,405.332868,0,0,0,0,0,0,0,0,0,0,0,660.997798,0
"XM_021054226.1",0,470,19,37,0,79,59,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0
"XM_021045240.1",0,0,0,18,0,0,0,7.815357,0,0,0,0,0,0,0,0,0,0,0,812.674821,0,1118.814982
"XM_021054688.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021058893.1",0,0,4,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,62,131
"XM_021060579.1",0,0,2,0,0,2186.985408,15.146011,193,2,0,0,39,0,0,0,0,295,0.643335,815.993012,216,1,0
"XM_021040942.1",1,0,0,0,0,22.096501,16,31.171639,0,0,0,0,0,0,0,0,0,0,0,184.448561,0,674.716317
"XM_021060941.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021047215.1",0,0,27.924357,0,0,4.299219,0,4.742083,346.503553,0,0,0,0,0,0,0,0,29.847091,22,0,0,0
"XM_021041982.1",24.450918,0,0,0,2.395272,122.053979,0,2.744414,0,0,0,0,0,0,0.450954,0,0,13.62934,0,0,118.132316,0
"XM_021043832.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021058813.1",146.540768,6,10.170611,6.023906,0,147.538925,177.701206,11.882792,17.475672,110.919081,5.862168,1,6.434999,24.100796,0,11.039331,0,68.10147,15.645876,46.066045,18.09447,34.590592
"XM_021048622.1",0,0,0,0,0,0,0,0,12,0,0,0,0,0,25.447696,0,0,0,0,0,0,0
"XM_021049644.1",0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"XM_021055610.1",0,0,0,3694,0,2,355,561,1385,0,0,0,0,0,0,0,1530,158,0,0,0,0
"XM_021059015.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021039475.1",101,119.053909,60.873938,23,0,55,87,11.363987,0,0,0,0,0,0,0,0,0,0,83.894752,1098.140948,7.243888,765.606505
"XM_021043256.1",316,0,0,0,1369.132293,1530,0,300.115763,274.330443,0,0,0,2040,0,0,0,0,233.253241,0,1009.061276,0,1098
"XM_021060261.1",14,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,334,2,158,819,0
"XM_021057745.1",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021050360.1",5,0,1,20,0,0,1.030882,3,1,0,29,0,0,0,1,0,0,0,0,982,0,10.070214
"XM_021042389.1",0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021051946.1",0,15.499349,0,0,1283.750811,869.178072,2738.538803,557.074742,2446.460054,413.748418,0,0,863,0,4633.573296,4412.059236,0,1094.797487,1160.709531,965.721603,10,0
"XR_002334508.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021056100.1",0,0,0,0,0,0,2,117,0,0,0,0,0,29,0,0,0,900,0,75,1551,0
"XM_021038012.1",91.786877,1,0,2,0,23.626372,47,18,0,21.23104,1,0,0,2,0,0,2,0,0,91.32465,0,0
"XM_021058625.1",0,0,0,0,0,0,8,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021049758.1",0,2334.523051,0,621.378146,0,841.323076,696.256809,82.035866,0,0,0,0,0,0,0,0,0,0,0,0,724.575317,0
"XM_021045963.1",1031.969789,6,17,507.36762,0,424.874868,1212.787991,194.0778,1190,1361.508446,0,0,0,323,0,1422.996366,4,47,4,1842.748575,1726.98869,2828.040658
"XM_021057555.1",0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021055933.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676.959836,0,0,0,0,0,0
"XM_021055480.1",0,3947,131,0,0,0,3346,110,910,24,0,6,0,0,3211,0,0,0,3,461,3011,0
"XM_021048285.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021053725.1",0,0,0,0,0,0,0,32,1193,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021036847.1",0,0,0,0,0,0,0,0,0,0,0,0,1118,0,0,0,0,0,0,0,2,0
"XM_021043672.1",21.21945,0,3.052662,1133,0,1429.774603,0,0,0,544.073097,0,0,0,0,0,0,0,166,3.483459,24.017383,3,0
"XM_021050636.1",16.414968,846.873569,288.094707,109.556003,14.278662,0,0,229.117156,171.440775,72.616934,0,0,29.006088,0,25.059481,2.923441,20.63585,403.615545,236.207869,1158.849755,3565.868706,3419.00041
"XM_021038387.1",1343,0,1,0,0,0,27,83,275,0,0,0,0,0,0,0,0,0,0,0,1151,0
"XM_021039168.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
"XM_021055865.1",0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021042199.1",0,0,0,0,0,0,0,14.304593,0,0,0,0,0,0,0,0,0,0,0,28.767151,0,0
"XM_021039492.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021041898.1",0,0,40,0,0,0,605,311,2,0,0,0,5,0,0,0,2,0,208,1173,0,0
"XM_021041783.1",18.301987,170.056101,283.213389,104.80527,0,1.008847,607.172137,527.424022,0,2.004056,27.892657,0,697.307309,327,0,39.073447,1,95.098863,386.099596,75.71099,3501.402093,73.793967
"XM_021041522.1",0,0,0,0,0,0,43,127,0,0,0,0,0,0,0,0,0,0,0,213,0,0
"XM_021037191.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021052763.1",1432,3248,1216,1652,5290,14345,8397,3018,2891,4249,2765,176,1845,2950,2378,13987,1215,7460,4669,5680,17767,14833
"XM_021058194.1",0,0,0,0,0,0,0,138.141968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021049805.1",1052,0,20,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,450,0,0
"XM_021061574.1",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021039965.1",1985,4018,1505,828,2142,2099,1790,1813,1965,1273,1,0,1531,0,4638,1160,1642,1840,3856,6218,7479,13462
"XM_021036476.1",1874.39551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021060625.1",0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021056754.1",0,248.63639,0,0,0,0,12.60169,2.584737,3.588868,0,106,0,0,0,1,0,0,0,0,0,0,35.494232
"XM_021044877.1",0,0,0,0,0,0,0,339.543825,0,0,0,0,0,0,0,0,0,0,96.110663,4301.763975,0,0
"XM_021041400.1",306.481395,1496.425038,37.47206,1575.483895,12.375013,0,431.866127,873.877381,36.867338,61.345916,0,0,0,0,78.078832,129.357469,73.681978,0,1214.078513,94.839827,85.961243,3732.853601
"XM_021043501.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021056294.1",410,1,260,0,479,751,8,196,281,138,1,0,0,0,0,0,0,25,0,20,770,360
"XM_021037122.1",729,66,0,0,321,1,21,34,0,57,4,0,0,0,0,0,1381,0,0,594,1222.690029,67
"XM_021044207.1",0,0,9,3,0,0,0,37.861373,84.184747,426.93978,0,0,0,0,0,0,0,0,75.105715,128.175447,3,224
"XM_021051584.1",0,0,0,0.000005,0,0,0.000034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021049891.1",57,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021051318.1",0,2215,36,3740,3670,0,0,552,715,2,0,0,2,0,0,21833,0,0,2191,1765,0,6679
"XM_021052768.1",0,0,102,0,220,0,81,44,0,0,0,0,0,0,0,0,0,711,0,3,0,101
"XM_021040683.1",0,0,0,0,0,0,0,75,0,0,0,0,0,0,1,0,0,0,0,0,869,0
"XM_021054916.1",0,0,0,0,0,0,0,0,0,10,0,0,0,262.596778,0,0,0,0,0,0,0,0
"XM_021057475.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021039113.1",312,0,0,0,159,2241,2965,62,776,278,1,1,0,0,0,0,0,1224,0,256,0,0
"XM_021055398.1",0,0,0,0,0,0,0,0,0,19.290543,0,0,0,0,27,0,0,0,0,0,13.016042,0
"XM_021048925.1",57,0,0,0,493,777,0,199,497,0,0,0,0,0,0,0,381,245,930,491,1102,2017
"XM_021044012.1",1.017634,0,0,0,0,8.127217,0,74.26594,0,0,0,0,0,0,0,0,0,0,631.461928,798.674082,0,0
"XM_021037340.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.478502,0,0,0,0
"XM_021056504.1",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XM_021040075.1",630.997133,0,1.999947,0,125.352727,0,69.999856,12.749708,0.999998,0,1.999975,0,0,0,0.99999,311.878637,0,183.979434,836.994779,461.999968,0,489.996877
"XM_021044022.1",1895,3932,2011,7067,6504,9297,19031.82871,6944,8007,7983,112,1503,4743,10812,4519,17347,1970,7274,11384,10525,11597,16990
"XM_021047051.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XR_002334414.1",0,0,0,0,0,0,186,9,0,0,0,0,0,0,0,3,4,0,0,14,0,0
"XM_021038538.1",0,0,142.84644,2016.37975,0,0,0,89.656263,0,0,0,0,0,0,0,0,472.92694,0,0,858.811226,0,0
"XM_021044249.1",15,6159,0,9,0,1799,5240,767,23,0,0,0,2382,0,23,0,0,1,1334,2151,9542,1963
